mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente
10,Lunedì,Sera,ZANE',SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.456421,45.717102,1
10,Lunedì,Pomeriggio,ZANE',SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4585289,45.7160634,1
10,Venerdì,Pomeriggio,ZANE',SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4588689,45.7158206,1
4,Martedì,Pomeriggio,ZANE',SP 349 Costo,Incrocio,Asciutto,,Altro,11.4589743,45.7157572,1
11,Giovedì,Pomeriggio,THIENE,SP 349 var Costo Variante,Rotatoria,Asciutto,Assente,Sereno,11.4606541,45.6976929,1
11,Sabato,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,,Altro,11.4668834,45.6143151,1
4,Venerdì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4756142,45.6092976,1
4,Lunedì,Pomeriggio,THIENE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4848971,45.6834578,1
4,Sabato,Sera,THIENE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4849376,45.6831684,1
12,Venerdì,Mattino,THIENE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4885557,45.671597,1
3,Martedì,Notte,THIENE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.48862,45.671374,1
11,Mercoledì,Pomeriggio,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4886308,45.6713805,1
11,Giovedì,Pomeriggio,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,,Altro,11.4913934,45.6195024,1
2,Martedì,Sera,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Sdrucciolevole,,Altro,11.4926192,45.6591084,1
3,Martedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Bagnato,Orizzontale,Pioggia,11.4926714,45.6590303,1
4,Giovedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4929008,45.6583501,1
1,Martedì,Sera,COSTABISSARA,SP 349 Costo,Intersezione segnalata,Bagnato,Orizzontale,Pioggia,11.4933997,45.6039802,1
10,Sabato,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.494811,45.6004654,1
10,Martedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4948803,45.600092,1
2,Lunedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4961984,45.5966615,1
3,Lunedì,Mattino,ASIAGO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4965916,45.869035,1
10,Martedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4975491,45.5921645,1
12,Mercoledì,Mattino,ASIAGO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.500293,45.8713956,1
10,Sabato,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5091658,45.5470255,1
11,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.5091658,45.5469955,1
11,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Orizzontale,Pioggia,11.5092516,45.5470556,1
2,Lunedì,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Assente,Sereno,11.509257,45.5469992,1
4,Sabato,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5092677,45.5469936,1
3,Mercoledì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Bagnato,Orizzontale,Pioggia,11.5155272,45.5521684,1
2,Mercoledì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.518414,45.5548016,1
11,Sabato,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Assente,Sereno,11.5184964,45.5547616,1
2,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Assente,Sereno,11.5185159,45.5547979,1
4,Domenica,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.518591,45.5547753,1
3,Giovedì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.2347651,45.7494384,1
2,Giovedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Ghiacciato,Assente,Sereno,11.243434,45.7437483,1
1,Domenica,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.262306,45.7400569,1
12,Giovedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.361652,45.8042241,1
1,Domenica,Notte,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3673542,45.8243251,1
12,Martedì,Sera,SCHIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3725723,45.7286719,1
12,Sabato,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.3769671,45.729834,1
4,Venerdì,Mattino,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.3803446,45.6854553,1
10,Martedì,Mattino,SCHIO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.3852692,45.6963485,1
1,Lunedì,Mattino,ASIAGO,SP 349 Costo,Curva,Ghiacciato,Assente,Sereno,11.3938103,45.9501902,1
2,Sabato,Mattino,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.3941848,45.6892065,1
12,Giovedì,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.402843,45.6771614,1
10,Sabato,Mattino,MALO,SP 046 Pasubio,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4067054,45.6663057,1
10,Lunedì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,,Altro,11.4091651,45.6635615,1
11,Giovedì,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,,Altro,11.409976,45.7897768,1
11,Lunedì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4122,45.66067,1
2,Mercoledì,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4148486,45.6579227,1
2,Mercoledì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4149129,45.6578177,1
10,Domenica,Pomeriggio,MALO,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.418196,45.6539932,1
4,Venerdì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Innevato,Orizzontale,Pioggia,11.42652,45.81024,1
3,Venerdì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4269468,45.7498684,1
11,Martedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rotatoria,Asciutto,Assente,Sereno,11.4288712,45.7516319,1
12,Mercoledì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4293023,45.7525323,1
10,Lunedì,Notte,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Assente,Sereno,11.4312744,45.7663629,1
10,Sabato,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4336348,45.7637808,1
10,Domenica,Sera,MARANO VICENTINO,SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4382766,45.7123815,1
12,Martedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4382861,45.7575018,1
10,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.438452,45.7610488,1
4,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4384949,45.7610862,1
4,Giovedì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4422715,45.6291123,1
2,Lunedì,Mattino,ZANE',SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4565462,45.7170833,1
11,Venerdì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.459105,45.6208333,1
11,Mercoledì,Pomeriggio,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4744258,45.8647766,1
11,Sabato,Sera,THIENE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4845645,45.6844622,1
2,Lunedì,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4846262,45.6843386,1
4,Mercoledì,Pomeriggio,THIENE,SP 349 Costo,Incrocio,Asciutto,,Altro,11.4876196,45.6747513,1
11,Sabato,Mattino,CALDOGNO,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4921069,45.6323759,1
4,Venerdì,Sera,CALDOGNO,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4921284,45.6323759,1
11,Venerdì,Mattino,VILLAVERLA,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4927981,45.6438503,1
4,Giovedì,Pomeriggio,COSTABISSARA,SP 349 Costo,Rettilineo,Asciutto,Orizzontale,Pioggia,11.4933413,45.6041924,1
2,Lunedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.49379,45.65594,1
1,Venerdì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4938021,45.6028393,1
3,Giovedì,Mattino,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.493981,45.650717,1
11,Lunedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4944029,45.6537457,1
2,Mercoledì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Dosso,Asciutto,Assente,Sereno,11.4971047,45.5934608,1
3,Venerdì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Asciutto,Assente,Sereno,11.50812,45.53822,1
1,Giovedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Dosso,Bagnato,Assente,Sereno,11.5085167,45.5426599,1
3,Mercoledì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.50932,45.54725,1
10,Mercoledì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51848,45.5548,1
10,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5185673,45.5547268,1
10,Sabato,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.518586,45.5547188,1
2,Lunedì,Mattino,TORREBELVICINO,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.27979,45.72724,1
10,Mercoledì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Curva,Asciutto,Assente,Sereno,11.36713,45.82387,1
2,Venerdì,Mattino,SCHIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3692265,45.727025,1
12,Lunedì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Rettilineo,Bagnato,Assente,Sereno,11.375,45.72925,1
10,Venerdì,Mattino,SANTORSO,SP 350 Val d'Astico,Incrocio,Bagnato,Assente,Sereno,11.37983,45.73052,1
4,Martedì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.3867736,45.732316,1
2,Giovedì,Pomeriggio,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.3904886,45.6922711,1
10,Sabato,Mattino,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.3947174,45.7343897,1
2,Lunedì,Sera,MALO,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.40314,45.67764,1
3,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Rotatoria,Asciutto,,Altro,11.4064643,45.6661297,1
4,Lunedì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4079242,45.6647552,1
2,Martedì,Mattino,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4091213,45.6635546,1
12,Giovedì,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.4141506,45.6585607,1
12,Giovedì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.4207838,45.7852476,1
3,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4240228,45.7469152,1
11,Martedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4265952,45.8114731,1
1,Venerdì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.43185,45.79846,1
4,Venerdì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.43284,45.76421,1
12,Mercoledì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.438216,45.7575837,1
3,Lunedì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4384,45.7597,1
3,Venerdì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Bagnato,,Altro,11.4391185,45.6332824,1
10,Lunedì,Sera,ZANE',SP 349 var Costo Variante,Galleria illuminata,Bagnato,Orizzontale,Pioggia,11.4411734,45.7108258,1
2,Domenica,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4421769,45.7595732,1
3,Venerdì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4430258,45.7599938,1
1,Mercoledì,Pomeriggio,ZANE',SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4452207,45.7314924,1
11,Mercoledì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4490897,45.6250847,1
11,Giovedì,Mattino,CHIUPPANO,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4499411,45.7639128,1
1,Domenica,Pomeriggio,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4548452,45.7200458,1
1,Mercoledì,Mattino,ZANE',SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,,Altro,11.4588314,45.7158419,1
10,Giovedì,Pomeriggio,THIENE,SP 349 var Costo Variante,Rotatoria,Bagnato,Orizzontale,Pioggia,11.460843,45.6977468,1
1,Mercoledì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4668092,45.6143177,1
3,Domenica,Sera,THIENE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4886333,45.6713715,1
10,Giovedì,Sera,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4912726,45.6195794,1
10,Giovedì,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4934205,45.6470437,1
11,Mercoledì,Pomeriggio,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4937638,45.6500512,1
2,Sabato,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.494603,45.653112,1
12,Mercoledì,Pomeriggio,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.5041401,45.5844851,1
1,Mercoledì,Mattino,ASIAGO,SP 349 Costo,Intersezione segnalata,Bagnato,,Altro,11.5056896,45.8736366,1
11,Domenica,Sera,VICENZA,SP 046 Pasubio,Intersezione non segnalata,Bagnato,Assente,Sereno,11.5062956,45.5819901,1
10,Domenica,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Bagnato,Assente,Sereno,11.50927,45.54708,1
11,Martedì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Bagnato,Assente,Sereno,11.50928,45.54654,1
12,Venerdì,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Curva,Bagnato,Assente,Sereno,11.512611,45.5504994,1
3,Lunedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51843,45.55484,1
10,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Assente,Sereno,11.51845,45.55479,1
4,Mercoledì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51859,45.55474,1
11,Giovedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.26787,45.73672,1
2,Sabato,Mattino,VALDASTICO,SP 350 Val d'Astico,Rettilineo,Sdrucciolevole,Assente,Sereno,11.3587297,45.8792382,1
12,Mercoledì,Sera,ARSIERO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.35936,45.80566,1
1,Lunedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3596495,45.8072233,1
1,Giovedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.37406,45.72907,1
4,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Bagnato,Orizzontale,Pioggia,11.3908123,45.7964117,1
